grade,num_tested,pct_ccr,pct_glp,school_code,subgroup,subject,type,year,school_name,district_name,County name,School_Name,State_Name,Lea_Name,size,lea_size,st_size
ALL,1250,42.3,54.6,010388,ALL,ALL,ALL,2014,Southern High,Alamance-Burlington School District,Alamance,,,,,,
ALL,1250,42.3,54.6,010388,ALL,ALL,ALL,2013,Southern High,Alamance-Burlington School District,Alamance,,,,,,
ALL,1694,48.6,57.3,010390,ALL,ALL,ALL,2017,Southern Middle,Alamance-Burlington School District,Alamance,"Southern Middle, Graham",State Of North Carolina,Alamance-Burlington Schools,25.0,23.666666666666668,21.666666666666668
ALL,1819,52.2,60.5,010390,ALL,ALL,ALL,2016,Southern Middle,Alamance-Burlington School District,Alamance,"Southern Middle, Graham",State Of North Carolina,Alamance-Burlington Schools,24.666666666666668,22.0,21.333333333333332
ALL,1915,46.8,56.5,010390,ALL,ALL,ALL,2015,Southern Middle,Alamance-Burlington School District,Alamance,"Southern Middle, Graham",State Of North Carolina,Alamance-Burlington Schools,25.666666666666668,24.666666666666668,22.0
ALL,1915,46.8,56.5,010390,ALL,ALL,ALL,2014,Southern Middle,Alamance-Burlington School District,Alamance,,,,,,
ALL,1915,46.8,56.5,010390,ALL,ALL,ALL,2013,Southern Middle,Alamance-Burlington School District,Alamance,"Southern Middle, Graham",State Of North Carolina,Alamance-Burlington Schools,23.333333333333332,21.333333333333332,21.666666666666668
ALL,343,34.4,42.3,010392,ALL,ALL,ALL,2017,Sylvan Elementary,Alamance-Burlington School District,Alamance,Sylvan Elementary,State Of North Carolina,Alamance-Burlington Schools,18.5,20.5,19.666666666666668
ALL,357,44.0,56.0,010392,ALL,ALL,ALL,2016,Sylvan Elementary,Alamance-Burlington School District,Alamance,Sylvan Elementary,State Of North Carolina,Alamance-Burlington Schools,17.5,19.5,19.5
ALL,356,42.1,51.4,010392,ALL,ALL,ALL,2015,Sylvan Elementary,Alamance-Burlington School District,Alamance,Sylvan Elementary,State Of North Carolina,Alamance-Burlington Schools,20.0,20.0,19.333333333333332
ALL,356,42.1,51.4,010392,ALL,ALL,ALL,2014,Sylvan Elementary,Alamance-Burlington School District,Alamance,,,,,,
ALL,356,42.1,51.4,010392,ALL,ALL,ALL,2013,Sylvan Elementary,Alamance-Burlington School District,Alamance,Sylvan Elementary,State Of North Carolina,Alamance-Burlington Schools,18.5,19.5,20.166666666666668
ALL,1962,33.6,41.4,010394,ALL,ALL,ALL,2017,Turrentine Middle,Alamance-Burlington School District,Alamance,Turrentine Middle,State Of North Carolina,Alamance-Burlington Schools,24.666666666666668,23.666666666666668,21.666666666666668
ALL,1836,36.2,43.8,010394,ALL,ALL,ALL,2016,Turrentine Middle,Alamance-Burlington School District,Alamance,Turrentine Middle,State Of North Carolina,Alamance-Burlington Schools,24.0,22.0,21.333333333333332
ALL,1951,35.7,45.6,010394,ALL,ALL,ALL,2015,Turrentine Middle,Alamance-Burlington School District,Alamance,Turrentine Middle,State Of North Carolina,Alamance-Burlington Schools,24.0,24.666666666666668,22.0
ALL,1951,35.7,45.6,010394,ALL,ALL,ALL,2014,Turrentine Middle,Alamance-Burlington School District,Alamance,,,,,,
ALL,1951,35.7,45.6,010394,ALL,ALL,ALL,2013,Turrentine Middle,Alamance-Burlington School District,Alamance,Turrentine Middle,State Of North Carolina,Alamance-Burlington Schools,21.666666666666668,21.333333333333332,21.666666666666668
ALL,850,45.1,57.5,010396,ALL,ALL,ALL,2017,Walter M Williams High,Alamance-Burlington School District,Alamance,Walter M Williams High,State Of North Carolina,Alamance-Burlington Schools,22.0,23.75,19.75
ALL,910,39.7,53.0,010396,ALL,ALL,ALL,2016,Walter M Williams High,Alamance-Burlington School District,Alamance,,,,,,
ALL,918,39.4,50.2,010396,ALL,ALL,ALL,2015,Walter M Williams High,Alamance-Burlington School District,Alamance,,,,,,
ALL,918,39.4,50.2,010396,ALL,ALL,ALL,2014,Walter M Williams High,Alamance-Burlington School District,Alamance,,,,,,
ALL,918,39.4,50.2,010396,ALL,ALL,ALL,2013,Walter M Williams High,Alamance-Burlington School District,Alamance,,,,,,
ALL,889,53.9,63.1,010400,ALL,ALL,ALL,2017,Western Alamance High,Alamance-Burlington School District,Alamance,Western Alamance High,State Of North Carolina,Alamance-Burlington Schools,24.5,23.75,19.75
ALL,952,46.7,56.6,010400,ALL,ALL,ALL,2016,Western Alamance High,Alamance-Burlington School District,Alamance,,,,,,
ALL,1018,39.6,48.9,010400,ALL,ALL,ALL,2015,Western Alamance High,Alamance-Burlington School District,Alamance,,,,,,
ALL,1018,39.6,48.9,010400,ALL,ALL,ALL,2014,Western Alamance High,Alamance-Burlington School District,Alamance,,,,,,
ALL,1018,39.6,48.9,010400,ALL,ALL,ALL,2013,Western Alamance High,Alamance-Burlington School District,Alamance,,,,,,
ALL,1972,51.2,60.2,010403,ALL,ALL,ALL,2017,Western Middle,Alamance-Burlington School District,Alamance,Western Middle,State Of North Carolina,Alamance-Burlington Schools,23.333333333333332,23.666666666666668,21.666666666666668
ALL,2225,56.0,63.8,010403,ALL,ALL,ALL,2016,Western Middle,Alamance-Burlington School District,Alamance,Western Middle,State Of North Carolina,Alamance-Burlington Schools,24.333333333333332,22.0,21.333333333333332
ALL,2122,55.5,63.4,010403,ALL,ALL,ALL,2015,Western Middle,Alamance-Burlington School District,Alamance,Western Middle,State Of North Carolina,Alamance-Burlington Schools,25.333333333333332,24.666666666666668,22.0
ALL,2122,55.5,63.4,010403,ALL,ALL,ALL,2014,Western Middle,Alamance-Burlington School District,Alamance,,,,,,
ALL,2122,55.5,63.4,010403,ALL,ALL,ALL,2013,Western Middle,Alamance-Burlington School District,Alamance,Western Middle,State Of North Carolina,Alamance-Burlington Schools,23.333333333333332,21.333333333333332,21.666666666666668
ALL,1260,57.7,66.5,010406,ALL,ALL,ALL,2017,Woodlawn Middle,Alamance-Burlington School District,Alamance,Woodlawn Middle,State Of North Carolina,Alamance-Burlington Schools,27.0,23.666666666666668,21.666666666666668
ALL,1309,59.4,66.8,010406,ALL,ALL,ALL,2016,Woodlawn Middle,Alamance-Burlington School District,Alamance,Woodlawn Middle,State Of North Carolina,Alamance-Burlington Schools,24.333333333333332,22.0,21.333333333333332
ALL,1347,59.0,67.8,010406,ALL,ALL,ALL,2015,Woodlawn Middle,Alamance-Burlington School District,Alamance,Woodlawn Middle,State Of North Carolina,Alamance-Burlington Schools,25.666666666666668,24.666666666666668,22.0
ALL,1347,59.0,67.8,010406,ALL,ALL,ALL,2014,Woodlawn Middle,Alamance-Burlington School District,Alamance,,,,,,
ALL,1347,59.0,67.8,010406,ALL,ALL,ALL,2013,Woodlawn Middle,Alamance-Burlington School District,Alamance,Woodlawn Middle,State Of North Carolina,Alamance-Burlington Schools,21.666666666666668,21.333333333333332,21.666666666666668
ALL,1053,52.0,63.0,01B000,ALL,ALL,ALL,2017,River Mill Academy,Alamance-Burlington School District,Alamance,River Mill Academy,State Of North Carolina,Charter and Non-District Affiliated Schools,19.916666666666668,,20.166666666666668
ALL,1068,53.7,65.4,01B000,ALL,ALL,ALL,2016,River Mill Academy,Alamance-Burlington School District,Alamance,River Mill Academy,State Of North Carolina,Charter and Non-District Affiliated Schools,22.77777777777778,,20.11111111111111
ALL,835,56.6,68.6,01B000,ALL,ALL,ALL,2015,River Mill Academy,Alamance-Burlington School District,Alamance,River Mill Academy,State Of North Carolina,Charter and Non-District Affiliated Schools,21.75,,20.375
ALL,835,56.6,68.6,01B000,ALL,ALL,ALL,2014,River Mill Academy,Alamance-Burlington School District,Alamance,,,,,,
ALL,835,56.6,68.6,01B000,ALL,ALL,ALL,2013,River Mill Academy,Alamance-Burlington School District,Alamance,River Mill Academy,State Of North Carolina,Charter and Non-District Affiliated Schools,23.0,,20.666666666666668
ALL,876,57.2,66.7,01C000,ALL,ALL,ALL,2017,Clover Garden,Alamance-Burlington School District,Alamance,Clover Garden,State Of North Carolina,Charter and Non-District Affiliated Schools,20.846153846153847,,20.153846153846153
ALL,878,58.5,69.0,01C000,ALL,ALL,ALL,2016,Clover Garden,Alamance-Burlington School District,Alamance,Clover Garden,State Of North Carolina,Charter and Non-District Affiliated Schools,21.77777777777778,,20.11111111111111
ALL,817,62.4,72.6,01C000,ALL,ALL,ALL,2015,Clover Garden,Alamance-Burlington School District,Alamance,Clover Garden,State Of North Carolina,Charter and Non-District Affiliated Schools,23.375,,20.375
ALL,817,62.4,72.6,01C000,ALL,ALL,ALL,2014,Clover Garden,Alamance-Burlington School District,Alamance,,,,,,
ALL,817,62.4,72.6,01C000,ALL,ALL,ALL,2013,Clover Garden,Alamance-Burlington School District,Alamance,Clover Garden,State Of North Carolina,Charter and Non-District Affiliated Schools,19.555555555555557,,20.666666666666668
ALL,464,63.4,72.4,01D000,ALL,ALL,ALL,2017,The Hawbridge School,Alamance-Burlington School District,Alamance,The Hawbridge School,State Of North Carolina,Charter and Non-District Affiliated Schools,15.571428571428571,,20.857142857142858
ALL,526,71.9,79.1,01D000,ALL,ALL,ALL,2016,The Hawbridge School,Alamance-Burlington School District,Alamance,The Hawbridge School,State Of North Carolina,Charter and Non-District Affiliated Schools,16.5,,21.5
ALL,462,67.5,77.1,01D000,ALL,ALL,ALL,2015,The Hawbridge School,Alamance-Burlington School District,Alamance,The Hawbridge School,State Of North Carolina,Charter and Non-District Affiliated Schools,17.333333333333332,,22.0
ALL,462,67.5,77.1,01D000,ALL,ALL,ALL,2014,The Hawbridge School,Alamance-Burlington School District,Alamance,,,,,,
ALL,462,67.5,77.1,01D000,ALL,ALL,ALL,2013,The Hawbridge School,Alamance-Burlington School District,Alamance,The Hawbridge School,State Of North Carolina,Charter and Non-District Affiliated Schools,12.666666666666666,,21.666666666666668
ALL,885,43.1,52.8,020302,ALL,ALL,ALL,2017,Alexander Central High,Alexander County School District,Alexander,Alexander Central High,State Of North Carolina,Alexander County Schools,21.75,21.5,19.75
ALL,1066,44.8,55.3,020302,ALL,ALL,ALL,2016,Alexander Central High,Alexander County School District,Alexander,,,,,,
ALL,1145,50.8,62.9,020302,ALL,ALL,ALL,2015,Alexander Central High,Alexander County School District,Alexander,,,,,,
ALL,1145,50.8,62.9,020302,ALL,ALL,ALL,2014,Alexander Central High,Alexander County School District,Alexander,,,,,,
ALL,1145,50.8,62.9,020302,ALL,ALL,ALL,2013,Alexander Central High,Alexander County School District,Alexander,,,,,,
ALL,541,58.8,66.2,020304,ALL,ALL,ALL,2017,Bethlehem Elementary,Alexander County School District,Alexander,Bethlehem Elementary,State Of North Carolina,Alexander County Schools,18.833333333333332,18.5,19.666666666666668
ALL,580,60.2,69.5,020304,ALL,ALL,ALL,2016,Bethlehem Elementary,Alexander County School District,Alexander,Bethlehem Elementary,State Of North Carolina,Alexander County Schools,19.833333333333332,18.166666666666668,19.5
ALL,614,57.2,66.8,020304,ALL,ALL,ALL,2015,Bethlehem Elementary,Alexander County School District,Alexander,Bethlehem Elementary,State Of North Carolina,Alexander County Schools,19.5,18.666666666666668,19.333333333333332
ALL,614,57.2,66.8,020304,ALL,ALL,ALL,2014,Bethlehem Elementary,Alexander County School District,Alexander,,,,,,
ALL,614,57.2,66.8,020304,ALL,ALL,ALL,2013,Bethlehem Elementary,Alexander County School District,Alexander,Bethlehem Elementary,State Of North Carolina,Alexander County Schools,19.833333333333332,18.5,20.166666666666668
ALL,1391,47.6,55.2,020306,ALL,ALL,ALL,2017,East Alexander Middle,Alexander County School District,Alexander,East Alexander Middle,State Of North Carolina,Alexander County Schools,23.333333333333332,23.666666666666668,21.666666666666668
ALL,1485,45.1,53.5,020306,ALL,ALL,ALL,2016,East Alexander Middle,Alexander County School District,Alexander,East Alexander Middle,State Of North Carolina,Alexander County Schools,22.0,22.666666666666668,21.333333333333332
ALL,1430,43.2,52.9,020306,ALL,ALL,ALL,2015,East Alexander Middle,Alexander County School District,Alexander,East Alexander Middle,State Of North Carolina,Alexander County Schools,24.666666666666668,23.0,22.0
ALL,1430,43.2,52.9,020306,ALL,ALL,ALL,2014,East Alexander Middle,Alexander County School District,Alexander,,,,,,
ALL,1430,43.2,52.9,020306,ALL,ALL,ALL,2013,East Alexander Middle,Alexander County School District,Alexander,East Alexander Middle,State Of North Carolina,Alexander County Schools,23.0,23.0,21.666666666666668
ALL,382,60.5,68.3,020308,ALL,ALL,ALL,2017,Ellendale Elementary,Alexander County School District,Alexander,Ellendale Elementary,State Of North Carolina,Alexander County Schools,17.166666666666668,18.5,19.666666666666668
ALL,387,55.6,66.9,020308,ALL,ALL,ALL,2016,Ellendale Elementary,Alexander County School District,Alexander,Ellendale Elementary,State Of North Carolina,Alexander County Schools,15.833333333333334,18.166666666666668,19.5
ALL,387,56.8,67.7,020308,ALL,ALL,ALL,2015,Ellendale Elementary,Alexander County School District,Alexander,Ellendale Elementary,State Of North Carolina,Alexander County Schools,19.5,18.666666666666668,19.333333333333332
ALL,387,56.8,67.7,020308,ALL,ALL,ALL,2014,Ellendale Elementary,Alexander County School District,Alexander,,,,,,
ALL,387,56.8,67.7,020308,ALL,ALL,ALL,2013,Ellendale Elementary,Alexander County School District,Alexander,Ellendale Elementary,State Of North Carolina,Alexander County Schools,18.166666666666668,18.5,20.166666666666668
ALL,554,39.0,48.7,020316,ALL,ALL,ALL,2017,Hiddenite Elementary,Alexander County School District,Alexander,Hiddenite Elementary,State Of North Carolina,Alexander County Schools,17.833333333333332,18.5,19.666666666666668
ALL,548,46.5,59.7,020316,ALL,ALL,ALL,2016,Hiddenite Elementary,Alexander County School District,Alexander,Hiddenite Elementary,State Of North Carolina,Alexander County Schools,19.166666666666668,18.166666666666668,19.5
ALL,558,43.9,54.7,020316,ALL,ALL,ALL,2015,Hiddenite Elementary,Alexander County School District,Alexander,Hiddenite Elementary,State Of North Carolina,Alexander County Schools,19.833333333333332,18.666666666666668,19.333333333333332
ALL,558,43.9,54.7,020316,ALL,ALL,ALL,2014,Hiddenite Elementary,Alexander County School District,Alexander,,,,,,
ALL,558,43.9,54.7,020316,ALL,ALL,ALL,2013,Hiddenite Elementary,Alexander County School District,Alexander,Hiddenite Elementary,State Of North Carolina,Alexander County Schools,19.0,18.5,20.166666666666668
ALL,301,50.5,59.8,020320,ALL,ALL,ALL,2017,Stony Point Elementary,Alexander County School District,Alexander,Stony Point Elementary,State Of North Carolina,Alexander County Schools,18.833333333333332,18.5,19.666666666666668
ALL,298,52.0,62.4,020320,ALL,ALL,ALL,2016,Stony Point Elementary,Alexander County School District,Alexander,Stony Point Elementary,State Of North Carolina,Alexander County Schools,16.5,18.166666666666668,19.5
ALL,328,47.3,55.5,020320,ALL,ALL,ALL,2015,Stony Point Elementary,Alexander County School District,Alexander,Stony Point Elementary,State Of North Carolina,Alexander County Schools,17.833333333333332,18.666666666666668,19.333333333333332
ALL,328,47.3,55.5,020320,ALL,ALL,ALL,2014,Stony Point Elementary,Alexander County School District,Alexander,,,,,,
ALL,328,47.3,55.5,020320,ALL,ALL,ALL,2013,Stony Point Elementary,Alexander County School District,Alexander,Stony Point Elementary,State Of North Carolina,Alexander County Schools,17.333333333333332,18.5,20.166666666666668
ALL,276,59.8,72.1,020324,ALL,ALL,ALL,2017,Sugar Loaf Elementary,Alexander County School District,Alexander,Sugar Loaf Elementary,State Of North Carolina,Alexander County Schools,19.833333333333332,18.5,19.666666666666668
ALL,301,53.8,65.8,020324,ALL,ALL,ALL,2016,Sugar Loaf Elementary,Alexander County School District,Alexander,Sugar Loaf Elementary,State Of North Carolina,Alexander County Schools,18.166666666666668,18.166666666666668,19.5
ALL,305,57.4,67.2,020324,ALL,ALL,ALL,2015,Sugar Loaf Elementary,Alexander County School District,Alexander,Sugar Loaf Elementary,State Of North Carolina,Alexander County Schools,18.0,18.666666666666668,19.333333333333332
ALL,305,57.4,67.2,020324,ALL,ALL,ALL,2014,Sugar Loaf Elementary,Alexander County School District,Alexander,,,,,,
ALL,305,57.4,67.2,020324,ALL,ALL,ALL,2013,Sugar Loaf Elementary,Alexander County School District,Alexander,Sugar Loaf Elementary,State Of North Carolina,Alexander County Schools,19.0,18.5,20.166666666666668
ALL,293,65.5,74.1,020328,ALL,ALL,ALL,2017,Taylorsville Elementary,Alexander County School District,Alexander,Taylorsville Elementary,State Of North Carolina,Alexander County Schools,17.333333333333332,18.5,19.666666666666668
ALL,311,58.2,69.5,020328,ALL,ALL,ALL,2016,Taylorsville Elementary,Alexander County School District,Alexander,Taylorsville Elementary,State Of North Carolina,Alexander County Schools,19.166666666666668,18.166666666666668,19.5
ALL,337,58.5,66.5,020328,ALL,ALL,ALL,2015,Taylorsville Elementary,Alexander County School District,Alexander,Taylorsville Elementary,State Of North Carolina,Alexander County Schools,17.333333333333332,18.666666666666668,19.333333333333332
ALL,337,58.5,66.5,020328,ALL,ALL,ALL,2014,Taylorsville Elementary,Alexander County School District,Alexander,,,,,,
ALL,337,58.5,66.5,020328,ALL,ALL,ALL,2013,Taylorsville Elementary,Alexander County School District,Alexander,Taylorsville Elementary,State Of North Carolina,Alexander County Schools,17.833333333333332,18.5,20.166666666666668
ALL,1215,54.8,63.5,020330,ALL,ALL,ALL,2017,West Alexander Middle,Alexander County School District,Alexander,West Alexander Middle,State Of North Carolina,Alexander County Schools,23.333333333333332,23.666666666666668,21.666666666666668
ALL,1194,49.4,59.5,020330,ALL,ALL,ALL,2016,West Alexander Middle,Alexander County School District,Alexander,West Alexander Middle,State Of North Carolina,Alexander County Schools,22.333333333333332,22.666666666666668,21.333333333333332
ALL,1184,52.4,60.7,020330,ALL,ALL,ALL,2015,West Alexander Middle,Alexander County School District,Alexander,West Alexander Middle,State Of North Carolina,Alexander County Schools,21.333333333333332,23.0,22.0
ALL,1184,52.4,60.7,020330,ALL,ALL,ALL,2014,West Alexander Middle,Alexander County School District,Alexander,,,,,,
ALL,1184,52.4,60.7,020330,ALL,ALL,ALL,2013,West Alexander Middle,Alexander County School District,Alexander,West Alexander Middle,State Of North Carolina,Alexander County Schools,22.333333333333332,23.0,21.666666666666668
ALL,361,55.4,65.4,020332,ALL,ALL,ALL,2017,Wittenburg Elementary,Alexander County School District,Alexander,Wittenburg Elementary,State Of North Carolina,Alexander County Schools,20.0,18.5,19.666666666666668
ALL,396,57.8,69.4,020332,ALL,ALL,ALL,2016,Wittenburg Elementary,Alexander County School District,Alexander,Wittenburg Elementary,State Of North Carolina,Alexander County Schools,18.166666666666668,18.166666666666668,19.5
ALL,348,52.6,63.8,020332,ALL,ALL,ALL,2015,Wittenburg Elementary,Alexander County School District,Alexander,Wittenburg Elementary,State Of North Carolina,Alexander County Schools,19.333333333333332,18.666666666666668,19.333333333333332
ALL,348,52.6,63.8,020332,ALL,ALL,ALL,2014,Wittenburg Elementary,Alexander County School District,Alexander,,,,,,
ALL,348,52.6,63.8,020332,ALL,ALL,ALL,2013,Wittenburg Elementary,Alexander County School District,Alexander,Wittenburg Elementary,State Of North Carolina,Alexander County Schools,17.333333333333332,18.5,20.166666666666668
ALL,335,44.8,55.5,030304,ALL,ALL,ALL,2017,Alleghany High,Alleghany County School District,Alleghany,Alleghany High,State Of North Carolina,Alleghany County Schools,15.5,15.5,19.75
